Hole_ID,From,To,Code
7.0,117.0,120.0,1.0
7.0,120.0,123.0,1.0
7.0,123.0,126.0,1.0
7.0,126.0,129.0,1.0
7.0,129.0,132.0,2.0
7.0,132.0,135.0,2.0
7.0,135.0,138.0,2.0
7.0,138.0,141.0,2.0
7.0,141.0,144.0,2.0
7.0,144.0,147.0,2.0
7.0,147.0,150.0,1.0
8.0,-0.0,3.0,1.0
8.0,3.0,6.0,2.0
8.0,6.0,9.0,1.0
8.0,9.0,12.0,2.0
8.0,12.0,15.0,2.0
8.0,15.0,18.0,2.0
8.0,18.0,21.0,1.0
8.0,21.0,24.0,2.0
8.0,24.0,27.0,2.0
8.0,27.0,30.0,1.0
8.0,30.0,33.0,1.0
8.0,33.0,36.0,1.0
8.0,36.0,39.0,1.0
8.0,39.0,42.0,1.0
8.0,42.0,45.0,1.0
8.0,45.0,48.0,1.0
8.0,48.0,51.0,1.0
8.0,51.0,54.0,1.0
8.0,54.0,57.0,1.0
8.0,57.0,60.0,1.0
8.0,60.0,63.0,1.0
8.0,63.0,66.0,1.0
8.0,66.0,69.0,1.0
8.0,69.0,72.0,1.0
8.0,72.0,75.0,2.0
8.0,75.0,78.0,2.0
8.0,78.0,81.0,1.0
8.0,81.0,84.0,2.0
8.0,84.0,87.0,2.0
8.0,87.0,90.0,2.0
9.0,-0.0,3.0,2.0
9.0,3.0,6.0,2.0
9.0,6.0,9.0,2.0
9.0,9.0,12.0,2.0
9.0,12.0,15.0,2.0
9.0,15.0,18.0,2.0
9.0,18.0,21.0,2.0
9.0,21.0,24.0,2.0
9.0,24.0,27.0,1.0
9.0,27.0,30.0,1.0
9.0,30.0,33.0,1.0
9.0,33.0,36.0,1.0
9.0,36.0,39.0,1.0
9.0,39.0,42.0,1.0
9.0,42.0,45.0,1.0
9.0,45.0,48.0,1.0
9.0,48.0,51.0,1.0
9.0,51.0,54.0,1.0
9.0,54.0,57.0,2.0
9.0,57.0,60.0,2.0
9.0,60.0,63.0,2.0
9.0,63.0,66.0,2.0
9.0,66.0,69.0,2.0
9.0,69.0,72.0,2.0
9.0,72.0,75.0,1.0
9.0,75.0,78.0,1.0
9.0,78.0,81.0,1.0
9.0,81.0,84.0,1.0
9.0,84.0,87.0,2.0
9.0,87.0,90.0,2.0
9.0,90.0,93.0,2.0
9.0,93.0,96.0,1.0
9.0,96.0,99.0,1.0
9.0,99.0,102.0,1.0
9.0,102.0,105.0,1.0
9.0,105.0,108.0,1.0
9.0,108.0,111.0,1.0
9.0,111.0,114.0,1.0
9.0,114.0,117.0,1.0
9.0,117.0,120.0,1.0
9.0,120.0,123.0,2.0
9.0,123.0,126.0,2.0
9.0,126.0,129.0,2.0
9.0,129.0,132.0,2.0
9.0,132.0,135.0,2.0
9.0,135.0,138.0,1.0
9.0,138.0,141.0,2.0
9.0,141.0,144.0,1.0
9.0,144.0,147.0,2.0
9.0,147.0,150.0,1.0
9.0,150.0,153.0,2.0
10.0,-0.0,3.0,2.0
10.0,3.0,6.0,2.0
10.0,6.0,9.0,2.0
10.0,9.0,12.0,2.0
10.0,12.0,15.0,2.0
10.0,15.0,18.0,2.0
10.0,18.0,21.0,1.0
10.0,21.0,24.0,1.0
10.0,24.0,27.0,1.0
10.0,27.0,30.0,1.0
10.0,30.0,33.0,1.0
10.0,33.0,36.0,1.0
10.0,36.0,39.0,1.0
10.0,39.0,42.0,1.0
10.0,42.0,45.0,1.0
11.0,-0.0,3.0,1.0
11.0,3.0,6.0,2.0
11.0,6.0,9.0,2.0
11.0,9.0,12.0,2.0
11.0,12.0,15.0,2.0
11.0,15.0,18.0,2.0
11.0,18.0,21.0,2.0
11.0,21.0,24.0,2.0
11.0,24.0,27.0,2.0
11.0,27.0,30.0,1.0
11.0,30.0,33.0,1.0
11.0,33.0,36.0,1.0
11.0,36.0,39.0,1.0
11.0,39.0,42.0,1.0
11.0,42.0,45.0,1.0
11.0,45.0,48.0,2.0
11.0,48.0,51.0,2.0
11.0,51.0,54.0,1.0
11.0,54.0,57.0,1.0
11.0,57.0,60.0,1.0
11.0,60.0,63.0,1.0
11.0,63.0,66.0,1.0
11.0,66.0,69.0,1.0
11.0,69.0,72.0,1.0
11.0,72.0,75.0,1.0
11.0,75.0,78.0,2.0
11.0,78.0,81.0,1.0
11.0,81.0,84.0,1.0
11.0,84.0,87.0,2.0
11.0,87.0,90.0,2.0
11.0,90.0,93.0,2.0
11.0,93.0,96.0,2.0
11.0,96.0,99.0,2.0
11.0,99.0,102.0,2.0
11.0,102.0,105.0,2.0
11.0,105.0,108.0,2.0
11.0,108.0,111.0,2.0
11.0,111.0,114.0,2.0
11.0,114.0,117.0,1.0
11.0,117.0,120.0,1.0
11.0,120.0,123.0,1.0
11.0,123.0,126.0,2.0
11.0,126.0,129.0,2.0
11.0,129.0,132.0,2.0
11.0,132.0,135.0,2.0
11.0,135.0,138.0,2.0
11.0,138.0,141.0,2.0
11.0,141.0,144.0,2.0
11.0,144.0,147.0,2.0
11.0,147.0,150.0,2.0
11.0,150.0,153.0,2.0
11.0,153.0,156.0,1.0
11.0,156.0,159.0,1.0
11.0,159.0,162.0,2.0
11.0,162.0,165.0,1.0
11.0,165.0,168.0,1.0
11.0,168.0,171.0,1.0
11.0,171.0,174.0,2.0
11.0,174.0,177.0,1.0
11.0,177.0,180.0,2.0
11.0,180.0,183.0,2.0
11.0,183.0,186.0,2.0
11.0,186.0,189.0,2.0
11.0,189.0,192.0,2.0
11.0,192.0,195.0,2.0
11.0,195.0,198.0,2.0
12.0,-0.0,3.0,2.0
12.0,3.0,6.0,1.0
12.0,6.0,9.0,2.0
12.0,9.0,12.0,1.0
12.0,12.0,15.0,2.0
12.0,15.0,18.0,2.0
12.0,18.0,21.0,1.0
12.0,21.0,24.0,1.0
12.0,24.0,27.0,1.0
12.0,27.0,30.0,2.0
12.0,30.0,33.0,2.0
12.0,33.0,36.0,1.0
12.0,36.0,39.0,1.0
13.0,-0.0,3.0,2.0
13.0,3.0,6.0,1.0
13.0,6.0,9.0,2.0
13.0,9.0,12.0,2.0
13.0,12.0,15.0,2.0
13.0,15.0,18.0,2.0
13.0,18.0,21.0,2.0
13.0,21.0,24.0,1.0
13.0,24.0,27.0,1.0
13.0,27.0,30.0,1.0
13.0,30.0,33.0,1.0
13.0,33.0,36.0,1.0
13.0,36.0,39.0,1.0
13.0,39.0,42.0,1.0
13.0,42.0,45.0,2.0
13.0,45.0,48.0,1.0
13.0,48.0,51.0,1.0
13.0,51.0,54.0,2.0
13.0,54.0,57.0,2.0
13.0,57.0,60.0,1.0
13.0,60.0,63.0,1.0
13.0,63.0,66.0,2.0
13.0,66.0,69.0,2.0
13.0,69.0,72.0,1.0
13.0,72.0,75.0,1.0
13.0,75.0,78.0,1.0
13.0,78.0,81.0,1.0
13.0,81.0,84.0,1.0
13.0,84.0,87.0,2.0
13.0,87.0,90.0,2.0
13.0,90.0,93.0,2.0
13.0,93.0,96.0,2.0
13.0,96.0,99.0,2.0
13.0,99.0,102.0,2.0
13.0,102.0,105.0,2.0
13.0,105.0,108.0,2.0
13.0,108.0,111.0,2.0
13.0,111.0,114.0,2.0
13.0,114.0,117.0,1.0
13.0,117.0,120.0,1.0
14.0,-0.0,3.0,2.0
14.0,3.0,6.0,2.0
14.0,6.0,9.0,2.0
14.0,9.0,12.0,2.0
14.0,12.0,15.0,2.0
14.0,15.0,18.0,2.0
14.0,18.0,21.0,2.0
14.0,21.0,24.0,1.0
14.0,24.0,27.0,1.0
14.0,27.0,30.0,1.0
14.0,30.0,33.0,1.0
14.0,33.0,36.0,2.0
14.0,36.0,39.0,2.0
14.0,39.0,42.0,1.0
14.0,42.0,45.0,1.0
14.0,45.0,48.0,1.0
14.0,48.0,51.0,1.0
14.0,51.0,54.0,2.0
14.0,54.0,57.0,2.0
14.0,57.0,60.0,2.0
14.0,60.0,63.0,2.0
14.0,63.0,66.0,1.0
14.0,66.0,69.0,2.0
14.0,69.0,72.0,2.0
14.0,72.0,75.0,2.0
14.0,75.0,78.0,2.0
14.0,78.0,81.0,2.0
14.0,81.0,84.0,2.0
14.0,84.0,87.0,2.0
14.0,87.0,90.0,2.0
14.0,90.0,93.0,2.0
14.0,93.0,96.0,2.0
14.0,96.0,99.0,2.0
14.0,99.0,102.0,2.0
14.0,102.0,105.0,2.0
14.0,105.0,108.0,1.0
14.0,108.0,111.0,1.0
14.0,111.0,114.0,1.0
14.0,114.0,117.0,2.0
14.0,117.0,120.0,1.0
14.0,120.0,123.0,1.0
14.0,123.0,126.0,1.0
14.0,126.0,129.0,1.0
14.0,129.0,132.0,2.0
14.0,132.0,135.0,1.0
14.0,135.0,138.0,2.0
14.0,138.0,141.0,2.0
14.0,141.0,144.0,2.0
14.0,144.0,147.0,2.0
14.0,147.0,150.0,2.0
14.0,150.0,153.0,2.0
14.0,153.0,156.0,2.0
14.0,156.0,159.0,2.0
14.0,159.0,162.0,2.0
14.0,162.0,165.0,2.0
15.0,-0.0,3.0,2.0
15.0,3.0,6.0,1.0
15.0,6.0,9.0,2.0
15.0,9.0,12.0,2.0
15.0,12.0,15.0,2.0
15.0,15.0,18.0,2.0
15.0,18.0,21.0,2.0
15.0,21.0,24.0,2.0
15.0,24.0,27.0,2.0
15.0,27.0,30.0,1.0
15.0,30.0,33.0,1.0
15.0,33.0,36.0,1.0
15.0,36.0,39.0,2.0
15.0,39.0,42.0,1.0
15.0,42.0,45.0,1.0
15.0,45.0,48.0,2.0
15.0,48.0,51.0,2.0
15.0,51.0,54.0,1.0
15.0,54.0,57.0,1.0
15.0,57.0,60.0,1.0
15.0,60.0,63.0,1.0
15.0,63.0,66.0,1.0
15.0,66.0,69.0,1.0
15.0,69.0,72.0,1.0
15.0,72.0,75.0,1.0
15.0,75.0,78.0,1.0
15.0,78.0,81.0,2.0
15.0,81.0,84.0,1.0
15.0,84.0,87.0,1.0
15.0,87.0,90.0,2.0
15.0,90.0,93.0,2.0
15.0,93.0,96.0,2.0
15.0,96.0,99.0,2.0
15.0,99.0,102.0,2.0
15.0,102.0,105.0,2.0
15.0,105.0,108.0,2.0
15.0,108.0,111.0,2.0
15.0,111.0,114.0,2.0
15.0,114.0,117.0,2.0
15.0,117.0,120.0,1.0
15.0,120.0,123.0,1.0
15.0,123.0,126.0,2.0
15.0,126.0,129.0,1.0
15.0,129.0,132.0,1.0
15.0,132.0,135.0,1.0
15.0,135.0,138.0,2.0
15.0,138.0,141.0,1.0
15.0,141.0,144.0,2.0
15.0,144.0,147.0,1.0
15.0,147.0,150.0,1.0
15.0,150.0,153.0,2.0
15.0,153.0,156.0,1.0
15.0,156.0,159.0,1.0
16.0,-0.0,3.0,1.0
16.0,3.0,6.0,1.0
16.0,6.0,9.0,2.0
16.0,9.0,12.0,1.0
16.0,12.0,15.0,2.0
16.0,15.0,18.0,2.0
16.0,18.0,21.0,2.0
16.0,21.0,24.0,2.0
16.0,24.0,27.0,2.0
16.0,27.0,30.0,2.0
16.0,30.0,33.0,1.0
16.0,33.0,36.0,2.0
16.0,36.0,39.0,2.0
16.0,39.0,42.0,2.0
16.0,42.0,45.0,2.0
16.0,45.0,48.0,2.0
16.0,48.0,51.0,1.0
16.0,51.0,54.0,1.0
16.0,54.0,57.0,1.0
16.0,57.0,60.0,1.0
16.0,60.0,63.0,1.0
16.0,63.0,66.0,1.0
16.0,66.0,69.0,1.0
16.0,69.0,72.0,1.0
16.0,72.0,75.0,1.0
16.0,75.0,78.0,1.0
16.0,78.0,81.0,1.0
16.0,81.0,84.0,1.0
16.0,84.0,87.0,1.0
16.0,87.0,90.0,2.0
16.0,90.0,93.0,2.0
16.0,93.0,96.0,1.0
16.0,96.0,99.0,2.0
16.0,99.0,102.0,2.0
16.0,102.0,105.0,2.0
16.0,105.0,108.0,2.0
16.0,108.0,111.0,1.0
16.0,111.0,114.0,2.0
16.0,114.0,117.0,1.0
16.0,117.0,120.0,1.0
16.0,120.0,123.0,1.0
16.0,123.0,126.0,1.0
16.0,126.0,129.0,1.0
16.0,129.0,132.0,1.0
16.0,132.0,135.0,1.0
16.0,135.0,138.0,1.0
16.0,138.0,141.0,2.0
16.0,141.0,144.0,1.0
16.0,144.0,147.0,1.0
16.0,147.0,150.0,1.0
16.0,150.0,153.0,1.0
16.0,153.0,156.0,1.0
16.0,156.0,159.0,1.0
16.0,159.0,162.0,1.0
16.0,162.0,165.0,1.0
16.0,165.0,168.0,1.0
16.0,168.0,171.0,1.0
16.0,171.0,174.0,2.0
16.0,174.0,177.0,1.0
17.0,-0.0,3.0,1.0
17.0,3.0,6.0,1.0
17.0,6.0,9.0,1.0
17.0,9.0,12.0,2.0
17.0,12.0,15.0,2.0
17.0,15.0,18.0,2.0
17.0,18.0,21.0,1.0
17.0,21.0,24.0,1.0
17.0,24.0,27.0,1.0
17.0,27.0,30.0,1.0
17.0,30.0,33.0,1.0
17.0,33.0,36.0,1.0
17.0,36.0,39.0,1.0
17.0,39.0,42.0,1.0
17.0,42.0,45.0,1.0
17.0,45.0,48.0,1.0
17.0,48.0,51.0,1.0
17.0,51.0,54.0,1.0
17.0,54.0,57.0,1.0
17.0,57.0,60.0,2.0
17.0,60.0,63.0,2.0
17.0,63.0,66.0,2.0
17.0,66.0,69.0,2.0
17.0,69.0,72.0,2.0
17.0,72.0,75.0,2.0
17.0,75.0,78.0,2.0
17.0,78.0,81.0,2.0
17.0,81.0,84.0,2.0
17.0,84.0,87.0,2.0
17.0,87.0,90.0,2.0
17.0,90.0,93.0,2.0
17.0,93.0,96.0,1.0
17.0,96.0,99.0,2.0
17.0,99.0,102.0,2.0
17.0,102.0,105.0,1.0
17.0,105.0,108.0,1.0
17.0,108.0,111.0,2.0
17.0,111.0,114.0,1.0
17.0,114.0,117.0,2.0
17.0,117.0,120.0,2.0
17.0,120.0,123.0,1.0
17.0,123.0,126.0,1.0
17.0,126.0,129.0,1.0
17.0,129.0,132.0,2.0
17.0,132.0,135.0,2.0
17.0,135.0,138.0,1.0
17.0,138.0,141.0,1.0
17.0,141.0,144.0,1.0
17.0,144.0,147.0,1.0
17.0,147.0,150.0,1.0
17.0,150.0,153.0,1.0
17.0,153.0,156.0,2.0
17.0,156.0,159.0,1.0
17.0,159.0,162.0,2.0
17.0,162.0,165.0,1.0
17.0,165.0,168.0,1.0
17.0,168.0,171.0,2.0
17.0,171.0,174.0,1.0
17.0,174.0,177.0,1.0
18.0,-0.0,3.0,1.0
18.0,3.0,6.0,1.0
18.0,6.0,9.0,2.0
18.0,9.0,12.0,2.0
18.0,12.0,15.0,1.0
18.0,15.0,18.0,1.0
18.0,18.0,21.0,2.0
18.0,21.0,24.0,2.0
18.0,24.0,27.0,1.0
18.0,27.0,30.0,1.0
18.0,30.0,33.0,1.0
18.0,33.0,36.0,1.0
18.0,36.0,39.0,1.0
18.0,39.0,42.0,1.0
18.0,42.0,45.0,1.0
18.0,45.0,48.0,1.0
18.0,48.0,51.0,1.0
18.0,51.0,54.0,1.0
18.0,54.0,57.0,1.0
18.0,57.0,60.0,1.0
18.0,60.0,63.0,1.0
18.0,63.0,66.0,2.0
18.0,66.0,69.0,2.0
18.0,69.0,72.0,2.0
18.0,72.0,75.0,2.0
18.0,75.0,78.0,1.0
18.0,78.0,81.0,1.0
18.0,81.0,84.0,2.0
18.0,84.0,87.0,2.0
18.0,87.0,90.0,2.0
18.0,90.0,93.0,2.0
18.0,93.0,96.0,2.0
18.0,96.0,99.0,2.0
18.0,99.0,102.0,1.0
18.0,102.0,105.0,1.0
18.0,105.0,108.0,1.0
18.0,108.0,111.0,1.0
18.0,111.0,114.0,2.0
18.0,114.0,117.0,2.0
18.0,117.0,120.0,2.0
18.0,120.0,123.0,1.0
18.0,123.0,126.0,1.0
18.0,126.0,129.0,2.0
18.0,129.0,132.0,2.0
18.0,132.0,135.0,2.0
18.0,135.0,138.0,1.0
18.0,138.0,141.0,1.0
18.0,141.0,144.0,1.0
18.0,144.0,147.0,2.0
18.0,147.0,150.0,2.0
18.0,150.0,153.0,2.0
18.0,153.0,156.0,2.0
18.0,156.0,159.0,2.0
18.0,159.0,162.0,2.0
19.0,-0.0,3.0,2.0
19.0,3.0,6.0,2.0
19.0,6.0,9.0,2.0
19.0,9.0,12.0,2.0
19.0,12.0,15.0,2.0
19.0,15.0,18.0,2.0
19.0,18.0,21.0,2.0
19.0,21.0,24.0,1.0
19.0,24.0,27.0,1.0
19.0,27.0,30.0,1.0
19.0,30.0,33.0,1.0
19.0,33.0,36.0,1.0
19.0,36.0,39.0,1.0
19.0,39.0,42.0,1.0
19.0,42.0,45.0,1.0
19.0,45.0,48.0,1.0
19.0,48.0,51.0,1.0
19.0,51.0,54.0,1.0
19.0,54.0,57.0,2.0
19.0,57.0,60.0,2.0
19.0,60.0,63.0,2.0
19.0,63.0,66.0,1.0
19.0,66.0,69.0,2.0
20.0,-0.0,3.0,2.0
20.0,3.0,6.0,2.0
20.0,6.0,9.0,2.0
20.0,9.0,12.0,2.0
20.0,12.0,15.0,2.0
20.0,15.0,18.0,2.0
20.0,18.0,21.0,1.0
20.0,21.0,24.0,1.0
20.0,24.0,27.0,1.0
